unique_id,type,group1_id,group2_id,date,description,group1_name,group2_name
945,spl,417,223,1998-00-00,"Al Badr, according to official sources in Jammu and Kashmir, which was earlier operating under the banner of Hizb-ul-Mujahideen (HM), was encouraged by the ISI to split off and operate independently in the year 1998",Al-Badr,Hizb-ul-Mujahideen
943,aff,417,101,1998-02-00,"While it is unclear what the extent of IJT\'s use of violent means was prior to 1971, it has been documented however that with the help of the army the IJT organized two paramilitary units, called al-Badr and al-Shams, to fight the Bengali guerrillas in the then East Pakistan.",Al-Badr,Islami-Jamiat-Taliba
941,aff,81,143,2009-04-00,"AAH received weapons, training, and financial support from Hezbollah. ",Hezbollah,Asa'ib Ahl al-Haq
939,spl,57,143,2006-07-00,The AHH is one of the faction groups of that broke away from the Madhi army during 2007-2008 infighting.,Mahdi Army,Asa'ib Ahl al-Haq
1443,riv,361,1,2014-09-00,"Kata'ib Hezbollah worked with elements of the Kurdish peshmerga to defend the city of Amerli in Iraq from IS. KH has been fighting alongside Iraqi government forces in the war against IS since June 2014. While the groups have opposed each other in Iraq, there have been no confirmed reports of KH targeting IS in Syria.",Kata'ib Hezbollah,The Islamic State
1327,spl,25,573,1997-00-00,"Hassan Sofi led a group of veterans of the Afghanistan war to split from the IMK in 1997, forming Kurdish Hamas.  Kurdish Hamas tended to be more radical Islamist and Jihadist than the IMK and sought to establish strict Shariah Law across Iraq.",Islamic Movement of Kurdistan,Kurdish Hamas
1453,mer,25,585,1999-00-00,"The Islamic Unity Movement of Kurdistan (IUMK) was a Kurdish Islamist organization formed in 1999 by the merger of the Islamic Movement of Kurdistan (IMK), al-Nahda, and Kurdish Hamas.",Islamic Movement of Kurdistan,The Islamic Unity Movement of Kurdistan
1331,mer,575,585,1999-00-00,"The Islamic Unity Movement of Kurdistan (IUMK) was a Kurdish Islamist organization formed in 1999 by the merger of the Islamic Movement of Kurdistan (IMK), al-Nahda, and Kurdish Hamas.",Al-Nahda,The Islamic Unity Movement of Kurdistan
933,all,249,361,2008-11-00,"The two groups worked together to conduct attacks on U.S. forces. Also, the groups are connected through Iranian and religious alliances. ",Promised Day Brigades,Kata'ib Hezbollah
929,all,143,249,2008-11-00,"In 2008, the two groups worked together to conduct attacks on U.S. forces. Also, the groups are connected through Iranian and religious alliances.",Asa'ib Ahl al-Haq,Promised Day Brigades
927,spl,57,249,2008-11-00,The Promised Day Brigades was created by the Mahdi Army to become its armed wing. ,Mahdi Army,Promised Day Brigades
953,aff,215,367,1996-00-00,"In the 1990s, many LeJ and SSP members fought alongside the Taliban in Afghanistan.",Lashkar-e-Jhangvi,The Taliban
955,aff,215,21,1998-00-00,"The ties forged between LeJ and Al Qaeda in the training camps of Afghanistan survived the Taliban\'s fall.  After the U.S.-led invasion of Afghanistan in 2001, LeJ members helped al Qaeda leadership escape into Pakistan and elsewhere.",Lashkar-e-Jhangvi,Al Qaeda
957,spl,215,451,2009-00-00,Lashkar-e-Jhangvi Al-Alami is a splinter of LeJ known to have carried attacks in concert with TTP against Pakistan Army and sectarian targets. ,Lashkar-e-Jhangvi,Lashkar-e-Jhangvi Al Alami
959,all,105,451,2009-00-00,TTP and LeJ-AA have carried out coordinated attacks across Pakistan.,Tehrik-i-Taliban Pakistan,Lashkar-e-Jhangvi Al Alami
961,riv,133,79,2010-04-00,Asian Tigers has openly renounced LeT for its close relationship with the ISI.,Asian Tigers,Lashkar-e-Taiba
963,riv,133,95,2010-04-00,Asian TIgers has openly renounced JeM because of its cooperative relationship with the ISI. ,Asian Tigers,Jaish-e-Mohammad
965,aff,215,95,2000-12-00,"JeM fighters have allegedly received military training in LeJ camps in Afghanistan.63 Recent cooperation between LeJ, SSP and JeM  and the trio\'s growing ties to the TTP  have led some analysts to consider the three groups (or at least some of their members) part of the Punjabi Taliban.",Lashkar-e-Jhangvi,Jaish-e-Mohammad
967,aff,301,21,2001-00-00,Wafa Humanitarian Organization has supported the Taliban and financed Al-Qaeda ,Wafa Humaniatarian Organization,Al Qaeda
969,aff,301,367,2001-00-00,Wafa Humanitarian Organization has supported the Taliban and financed Al-Qaeda. ,Wafa Humaniatarian Organization,The Taliban
971,spl,105,433,2007-12-00,"Qari Zainuddin Mehsud split from Baitullah Mehsuds Tehreek-i-Taliban-aligned group in 2007, following the death of his cousin Abdullah Mehsud.",Tehrik-i-Taliban Pakistan,Zain Group
973,aff,433,367,2009-00-00,"Zain Group has vowed support for Taliban militants in Afghanistan fighting against the US forces, particularly for Mullah Omar.",Zain Group,The Taliban
975,aff,133,217,2010-00-00,"According to Terrorism Monitor, Asian Tigers is a front of Hakat-ul-Jiahdi-Islami(HuJI), led by Ilyas Kashmiri.",Asian Tigers,Harkat-ul-Jihadi al-Islami
977,aff,133,105,2010-04-00,"According to Arif Jamal of Terrorism Monitor, Asian Tigers falls in the umbrella of Tehreek-e-Taliban(TTP) Pakistan.",Asian Tigers,Tehrik-i-Taliban Pakistan
979,all,105,411,2008-00-00,"Soon after the launch of TTP, TNSM became an important member of the TTP coalition; there was active coordination and cooperation between the two in upstaging the Pakistani state apparatus in Swat region. ",Tehrik-i-Taliban Pakistan,Tehreek Nifaz-e-Shariat Mohammadi
981,aff,411,367,2001-10-00,"TNSM actively fought alongside the Taliban against the US and Northern Alliance forces in Afghanistan sending more than 10,000 fighters into the country.",Tehreek Nifaz-e-Shariat Mohammadi,The Taliban
983,aff,449,105,2009-08-00,"After associates of Gul Bahadar and Nazir were killed in August of 2009 in territory under the control of Baitullah, Nazir demanded eight men from Baitullahs group to be handed over to his forces for their involvement in the murders. Following the non fulfillment of his demand, Maulvi Nazir separted himself from TTP.",Nazir Group,Tehrik-i-Taliban Pakistan
985,aff,425,105,2009-00-00,"According to media reports, Shadow Army and TTP have carried coordinated attacks.",Lashkar-e-Zil,Tehrik-i-Taliban Pakistan
987,aff,425,21,2009-00-00,Shadow Army consists of fighters drawn from Al-Qaeda\'s cadres.,Lashkar-e-Zil,Al Qaeda
989,aff,425,453,2009-00-00,The exact relationship between Lashkar-e-Zil and 313 Brigade is unclear; at times the two groups have been confused by analysts and reporters alike because both groups were headed by Ilyas Kashmiri.,Lashkar-e-Zil,313 Brigade
991,aff,453,105,2010-00-00,"313 Brigade is suspected to have acted in concert with TTP against a range of targets, however the extent of 313 Brigade\'s involvement remains unclear.",313 Brigade,Tehrik-i-Taliban Pakistan
993,aff,459,21,2003-06-00,Jundullah was suspected to have an affiliation with Al-Qaeda following an attack carried out by the group on Pakistan Army\'s Karachi Corps Commander. ,Jundullah,Al Qaeda
995,aff,459,21,2003-06-00,Jundullah was suspected to have an affiliation with Al-Qaeda following an attack carried out by the group on Pakistan Army's Karachi Corps Commander. ,Jundullah,Al Qaeda
997,riv,445,105,2008-00-00,LeI developed a rivalry with TTP after the killing of LeI leader Haji Namdar in 2008; TTP was suspected to have played a role in his killing.,Lashkar-e-Islam,Tehrik-i-Taliban Pakistan
999,riv,215,465,1995-00-00,"At the time of its formation, one of LeJ\'s main goal was to target and eliminate TJP cadres across Pakistan.",Lashkar-e-Jhangvi,Tehreek-e-Jafaria Pakistan
1627,spl,113,487,2010-02-00,"The Ras Kamboni Brigade, one of the original constituent groups of Hizbul Islam, began to fracture around October 2009. In February 2010, one faction of the Ras Kamboni Brigade broke away from Hizbul Islam and officially joined Al Shabaab. The other faction of the Ras Kamboni Brigade also left Hizbul Islam to form a separate group called the Ras Kamboni Movement. The Ras Kamboni Brigade ceased to exist at this time.",Hizbul Islam ,Ras Kamboni Brigade
1629,spl,113,489,2010-02-00,"The Ras Kamboni Brigade, one of the original constituent groups of Hizbul Islam, began to fracture around October 2009. In February 2010, one faction of the Ras Kamboni Brigade broke away from Hizbul Islam and officially joined Al Shabaab. The other faction of the Ras Kamboni Brigade also left Hizbul Islam to form a separate group called the Ras Kamboni Movement.",Hizbul Islam ,Ras Kamboni Movement 
1005,mer,141,491,8/20/12,"The Federal Government of Somalia was established in August 2012, following the end of the TFG\'s mandate. Internationally, it is recognized as Somalia\'s official government.",Transitional Federal Government ,Federal Government of Somalia 
1623,mer,623,487,2/4/09,"Four Somali Islamist groups merged to form Hizbul Islam. The four original groups were the Alliance for the Re-liberation of Somalia (ARS), the Ras Kamboni Brigade, Jabhatul Islamiya (Islamic Front), and Anole, also called the Anoole Forces. ",Jabhatul Islamiya,Ras Kamboni Brigade
1625,spl,113,487,2010-02-00,"The Ras Kamboni Brigade, one of the original constituent groups of Hizbul Islam, began to fracture around October 2009. In February 2010, one faction of the Ras Kamboni Brigade broke away from Hizbul Islam and officially joined Al Shabaab. The other faction of the Ras Kamboni Brigade also left Hizbul Islam to form a separate group called the Ras Kamboni Movement.",Hizbul Islam ,Ras Kamboni Brigade
1619,mer,621,625,2/4/09,"Four Somali Islamist groups merged to form Hizbul Islam. The four original groups were the Alliance for the Re-liberation of Somalia (ARS), the Ras Kamboni Brigade, Jabhatul Islamiya (Islamic Front), and Anole, also called the Anoole Forces. ",Alliance for the Re-liberation of Somalia,Anole
1621,mer,625,623,2/4/09,"Four Somali Islamist groups merged to form Hizbul Islam. The four original groups were the Alliance for the Re-liberation of Somalia (ARS), the Ras Kamboni Brigade, Jabhatul Islamiya (Islamic Front), and Anole, also called the Anoole Forces. ",Anole,Jabhatul Islamiya
1017,all,489,491,2012-09-00,"In late 2012, the Ras Kamboni Movement aligned with the Kenyan Defense Forces (KDF) and Somali forces to push Al-Shabab out of Kismayo.",Ras Kamboni Movement ,Federal Government of Somalia 
1021,aff,225,497,1997-00-00,"In their August 1997 cyber-attack, the IBT stated that they were an ‘elite department’ of the LTTE, specializing in ‘suicide e-mail bombings.’",Liberation Tigers of Tamil Elam,Internet Black Tigers
1023,spl,225,495,2004-03-00,"In March 2004, a top LTTE military commander Colonel Karuna split from the LTTE, taking around 6,000 of the LTTE\'s 15,000-strong force with him.",Liberation Tigers of Tamil Elam,Colonel Karuna Faction
1025,spl,225,499,1980-00-00,"In 1980, the ex-chairman of the LTTE, Mukundan, left LTTE to form PLOTE after a rivalry with LTTE\'s founder Prabhakaran.",Liberation Tigers of Tamil Elam,People's Liberation Organization of Tamil Eelam
1027,all,501,495,2004-04-00,"Colonel Karuna allies himself with the Indian-based ENDLF, who help him form the political wing of his faction: Tamil Makkal Viduthalai Pulikal (TVMP). ",Eelam National Democratic Liberation Front,Colonel Karuna Faction
1029,riv,503,225,1986-04-00,"In April, the LTTE launched an all-out offensive against the TELO, killing most of their members. In May, the LTTE successfully killed TELO\'s leader, Sri Sabaratnam.",Tamil Eelam Liberation Organization ,Liberation Tigers of Tamil Elam
1031,spl,499,501,1987-00-00,"Gnanapiragasam Gnanasekaran, a former leader of PLOTE, merged his Three Stars militant group with another PLOTE splinter group led by Jotheeswaran and an EPRLF splinter group led by Douglas Devananda to form the Eelam National Democratic Liberation Front (ENDLF) ",People's Liberation Organization of Tamil Eelam,Eelam National Democratic Liberation Front
1033,spl,505,501,1987-00-00,"In 1987, the faction of the EPRLF led by Douglas Devananda splits from the EPRLF to form the Eelam National Democratic Liberation Front (ENDLF) along with a faction of PLOTE.",Eelam People's Revolutionary Liberation Front,Eelam National Democratic Liberation Front
1035,riv,505,225,12/13/86,"In December 1986, the LTTE launches an all-out assault on EPRLF bases in Jaffna, defeating the group militarily by early 1987. After these attacks, the group disbands and becomes a political party, backed by the Indian Peacekeeping Force (IPKF).",Eelam People's Revolutionary Liberation Front,Liberation Tigers of Tamil Elam
1037,all,499,509,1987-00-00,"In 1987, PLOTE accepted the Indo-Sri Lankan Accord and has since fought alongside government forces against the LTTE.",People's Liberation Organization of Tamil Eelam,Democratic Socialist Republic of Sri Lanka 
1039,riv,499,225,1982-05-00,"In mid-1982, clashes between LTTE and PLOTE members begin. The two groups remain rivals until the defeat of the LTTE in 2009.",People's Liberation Organization of Tamil Eelam,Liberation Tigers of Tamil Elam
1041,all,501,511,1987-07-00,The ENDLF collaborated with the IPKF after their arrival in Sri Lanka in mid-1987.,Eelam National Democratic Liberation Front,Indian Peace Keeping Force
1045,all,511,509,1987-06-00,"As a result of the Indo-Sri Lankan Accord of July 1987, the Sri Lankan government agreed to send forces to Sri Lanka to help Sri Lankan forces disarm Tamil militant groups and cease hostilities between the two.",Indian Peace Keeping Force,Democratic Socialist Republic of Sri Lanka 
1047,all,495,509,2006-00-00,"In 2006, Colonel Karuna allied himself and his faction with the Sri Lankan government, delivering a serious blow to the LTTE.",Colonel Karuna Faction,Democratic Socialist Republic of Sri Lanka 
1049,spl,513,505,1980-00-00,A breakaway faction of EROS formed the EPRLF in 1980 because of growing disagreements between EROS\' leadership in London and in Jaffna.,Eelam Revolutionary Organization of Students,Eelam People's Revolutionary Liberation Front
1051,spl,513,225,1990-00-00,"In 1990, the majority of EROS members, along with former EROS leader V. Balakumaran, left the group to join the LTTE because of disagreements over the use of violence and continued military support of the LTTE.",Eelam Revolutionary Organization of Students,Liberation Tigers of Tamil Elam
1053,all,225,515,1983-00-00,"In 1983, RAW provides logistical and financial support to the LTTE.",Liberation Tigers of Tamil Elam,Research and Analysis Wing 
1055,riv,515,225,1986-00-00,RAW withdraws its support for the LTTE as it grows more radical and makes ties with separatist groups in the Indian state of Tamil Nadu. ,Research and Analysis Wing ,Liberation Tigers of Tamil Elam
1057,riv,225,511,1987-06-00,"The LTTE clashes with the IPKF when they arrive in Sri Lanka as mandated by the Indo-Sri Lankan Accord, eventually leading to the IPKF\'s withdrawal in 1990.",Liberation Tigers of Tamil Elam,Indian Peace Keeping Force
1059,all,499,515,1980-00-00,"In the early 1980s, RAW supported PLOTE and other Tamil militant groups.",People's Liberation Organization of Tamil Eelam,Research and Analysis Wing 
1061,riv,499,515,1985-00-00,"In 1985, RAW signaled their withdrawal of support for PLOTE when they allowed Indian customs officials to seize several containers of military equipment being sent to PLOTE through India.",People's Liberation Organization of Tamil Eelam,Research and Analysis Wing 
1063,spl,503,517,1982-00-00,"In 1982, Oberoi Devan and his supporters in the Tamil Eelam Liberation Army (TELA) defected from Tamil Eelam Liberation Organization (TELO). TELA was the former military wing of TELO.",Tamil Eelam Liberation Organization ,Tamil Eelam Liberation Army 
1065,all,517,499,1983-08-00,"Shortly after its split from TELO, the TELA allied itself with LTTE\'s rival, PLOTE. In August 1983, TELA\'s leader Oberoi Devan was assassinated by LTTE members.",Tamil Eelam Liberation Army ,People's Liberation Organization of Tamil Eelam
1067,all,513,519,1984-04-00,"In April 1984, EROS, EPRLF, and TELO joined forces to form an umbrella organization known as the Eelam National Liberation Front (ENLF).",Eelam Revolutionary Organization of Students,Eelam National Liberation Front
1069,all,503,519,1984-04-00,"In April 1984, EROS, EPRLF, and TELO joined forces to form an umbrella organization known as the Eelam National Liberation Front (ENLF).",Tamil Eelam Liberation Organization ,Eelam National Liberation Front
1071,all,505,519,1984-04-00,"In April 1984, EROS, EPRLF, and TELO joined forces to form an umbrella organization known as the Eelam National Liberation Front (ENLF).",Eelam People's Revolutionary Liberation Front,Eelam National Liberation Front
1073,all,225,519,1985-08-00,"In August 1985, LTTE formally joins the ENLF, in preparation for the Thimpu peace talks with the Sri Lankan government.",Liberation Tigers of Tamil Elam,Eelam National Liberation Front
1075,all,513,515,1983-07-00,"After clashes between Sri Lankan government forces and Tamil militants began to intensify in 1983, EROS established close ties with RAW 1983  EROS established close ties with RAW. Several EROS members were then trained at Indian training camps.",Eelam Revolutionary Organization of Students,Research and Analysis Wing 
1077,all,513,225,1986-00-00,"In 1986, the LTTE and EROS agree to use EROS training camps in Vavuniya as their main military training site.",Eelam Revolutionary Organization of Students,Liberation Tigers of Tamil Elam
1079,all,503,515,1983-01-00,"TELO is one of the first Tamil militant groups to develop close relations with RAW. In 1983, RAW invites 350 cadres to train in India.",Tamil Eelam Liberation Organization ,Research and Analysis Wing 
1081,all,503,511,1987-00-00,"The IPKF attempts to revive TELO as a militant group to fight against the LTTE. However, TELO was constantly under LTTE attack and was never able to re-emerge as a militant group.  ",Tamil Eelam Liberation Organization ,Indian Peace Keeping Force
1083,all,503,225,1977-10-00,LTTE and TELO enter into a coordinating alliance against Sri Lankan government forces.,Tamil Eelam Liberation Organization ,Liberation Tigers of Tamil Elam
1085,all,503,225,1978-00-00,LTTE and TELO enter into a coordinating alliance against Sri Lankan government forces. ,Tamil Eelam Liberation Organization ,Liberation Tigers of Tamil Elam
1087,all,501,515,1987-00-00,The ENDLF was created in 1987 by the merger of various PLOTE and EPRLF splinter groups. This merger was supported and facilitated by RAW.,Eelam National Democratic Liberation Front,Research and Analysis Wing 
1089,aff,255,521,2013-11-00,The leadership of Jaish al-Muhajireen wal Ansar has sworn a loyalty oath to the Caucasus Emirate and many fighters are former members. ,Caucasus Emirate,Jaish al-Muhajireen wal Ansar
1843,aff,525,537,2011-11-00,"Suqour al-Sham was affiliated with the Free Syrian Army (FSA) in 2011, and became a founding a member of the FSA linked Syrian Islamic Liberation Front (SILF) umbrella organization in 2012. Despite its close FSA ties, Suqour al-Sham did not take orders from the FSAs Syrian National Council, and began to distance itself from the FSA when it joined the Islamic Coalition on September 23, 2013.",Suqour al-Sham,Free Syrian Army
1093,aff,21,493,2012-02-00,"Jabhat al-Nusra was formed in late 2011, when Al Qaeda in Iraq (AQI) emir Abu Bakr al-Baghdadi sent AQI operative Abu Muhammad al-Julani to Syria to organize jihadist cells in the region.",Al Qaeda,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1863,riv,659,1,2015-05-00,Al Fawj Al Awl began fighting the Islamic State in the Aleppo governorate.,Al-Fawj Al-Awl,The Islamic State
1865,riv,661,1,2011-03-00,Jaysh al Sanadeed began targeting the Islamic State.,Jaysh al-Sanadeed,The Islamic State
1867,riv,523,1,2014-04-00,"After a series of small skirmishes between Ahrar al-Sham and the Islamic State (IS), Ahrar al-Sham and its allies, including Jabhat al-Nusra, began to target the Islamic State. Ahrar al-Sham and its allies initially drove IS out of the city of Raqqa.",Ahrar al-Sham,The Islamic State
1869,riv,645,1,2014-09-00,"The Southern Front began opposing the Islamic State (IS), and joined larger opposition campaigns against IS in the Daraa governorate.",The Southern Front ,The Islamic State
1927,riv,629,493,2015-07-00,"Kataib Sayyid al-Shuhada (KSS) participated in the Assad Regimes offensive in the southern Syrian governorates, namely in Daraa and Quneitra. KSS fought alongside Assad Regime troops, Hezbollah, the Iranian Revolutionary Guard Corps and other Shiite militias against elements of the Free Syrian Army and Jabhat al-Nusra.",Kataib Sayyid al-Shuhada,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1913,all,545,21,2013-00-00,"Although ASL publicly denies a relationship with Al Qaeda (AQ), the group has released statements in support of AQ and its leaders in the past and allegedly acts as an AQ ally.  ASLs training camps have supplied fighters to Jabhat Fatah al Sham, the group formerly known as Al-Nusra, AQs Syria branch. ",Ansar al-Shariah (Libya),Al Qaeda
1917,all,545,613,2014-00-00,ASL was also known to coordinate attacks with Al Murabitoun before Al Murabitoun merged into AQIM in 2015.,Ansar al-Shariah (Libya),Al Murabitoun
1919,all,545,611,2013-01-00,ASLs Libya-based camps  trained militants from the Those Who Sign in Blood Brigade for the attack on In Amenas gas complex. ,Ansar al-Shariah (Libya),The Those Who Sign in Blood Brigade
1811,all,527,493,2/1/13,"Liwa al-Tawhid and Jabhat al-Nusra (Al-Nusra) cooperated with the Nasser Salahuddin Brigade, Dera al-Assima, and Liwa al-Habib al Mustafa in a series of attacks against Syrian army units and outposts in the Damascus countryside. According to Al-Nusra, the militants destroyed several tanks and killed over 150 Syrian soldiers.",Liwa al-Tawhid,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1137,all,493,523,11/1/12,Ahrar al-Sham and Jabhat al-Nusra first cooperated in an attack the International Center for Agricultural Research in the Dry Areas.,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Ahrar al-Sham
1113,all,541,537,2014-01-00,The Islamic Front and the Free Syrian Army work together in clashes with ISIS in Northern Syria.,Islamic Front,Free Syrian Army
1117,riv,541,1,2014-01-00,The Islamic Front and the FSA clash with ISIS in Northern Syria.,Islamic Front,The Islamic State
1923,riv,629,537,2015-09-00,"Kataib Sayyid al-Shuhada (KSS) participated in the Assad Regimes offensive in the southern Syrian governorates, namely in Daraa and Quneitra. KSS fought alongside Assad Regime troops, Hezbollah, the Iranian Revolutionary Guard Corps and other Shiite militias against elements of the Free Syrian Army and Jabhat al-Nusra.",Kataib Sayyid al-Shuhada,Free Syrian Army
1921,riv,143,537,2016-05-00,Asa'ib Ahl al-Haq began targeting the Free Syrian Army in the Aleppo governorate.,Asa'ib Ahl al-Haq,Free Syrian Army
1823,all,659,523,2016-02-00,"Al Fawj al-Awl joined the Jaysh Halab operations room, where it began cooperating with Ahrar al-Sham.",Al-Fawj Al-Awl,Ahrar al-Sham
1821,all,523,1,2013-08-00,Ahrar al-Sham and the Islamic State coordinated an attack on Alawite villages in the Latakia governorate that killed 190 civilians.,Ahrar al-Sham,The Islamic State
1371,all,1,5,2004-00-00,"In the years immediately following the 2003 U.S. invasion, AQI and IAI worked closely with one another to combat U.S. forces. One of the founders of the IAI, Sheikh Ahmed al-Dabash, claimed to be like a brother to Abu Musab al-Zarqawi, the leader of AQI.",The Islamic State,Islamic Army in Iraq
1853,riv,535,655,11/1/13,"Ahrar al-Sham, the Islamic State, and The Kurdish Islamic Front began targeting the YPG.",Kurdish Islamic Front,Peoples Protection Units
1855,riv,1,655,10/15/13,"Ahrar al-Sham, the Islamic State, and The Kurdish Islamic Front began targeting the YPG.",The Islamic State,Peoples Protection Units
1857,riv,523,655,9/1/13,"Ahrar al-Sham, the Islamic State, and The Kurdish Islamic Front began targeting the YPG.",Ahrar al-Sham,Peoples Protection Units
1859,riv,655,493,7/1/13,The YPG began targeting Jabhat al-Nusra and won the battle of Ras al-Ayn.,Peoples Protection Units,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1861,riv,533,655,4/7/16,Jaysh al-Islam began targeting the YPG and other Kurdish forces in the Aleppo governorate.,Jaysh al-Islam,Peoples Protection Units
1805,all,537,493,2012-08-00,The Free Syrian Army (FSA) began cooperating with Jabhat al-Nusra (Al-Nusra). Al-Nusra intially avoided targeting civilian areas and minimized collateral damage in order to maintain ties with the FSA.,Free Syrian Army,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1909,riv,619,493,2016-01-00,Harakat al-Nujaba targeted Jabhat al-Nusra in an offensive in the Aleppo governorate.,Harakat al-Nujaba,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1825,all,659,493,2015-08-00,Al Fawj al-Awl conducted military exercises with Jabhat al-Nusra.,Al-Fawj Al-Awl,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1827,all,657,523,2016-02-00,Harakat Nour al-Din al-Zenki began coordinating attacks with Ahrar al-Sham as part of the Jaysh Halab operations room.,Harakat Nour al-Din al-Zenki,Ahrar al-Sham
1829,all,657,493,6/1/12,Harakat Nour al-Din al-Zenki began cooperating with Jabhat al-Nusra.,Harakat Nour al-Din al-Zenki,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1831,all,653,493,2012-09-00,"Liwa al-Islam began cooperating with Jabhat al-Nusra during ""Operation Epic in the Capital of Omayyads.""",Liwa al-Islam,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1833,all,647,523,7/18/15,The Levantine Front began cooperating with Ahrar al-Sham as part of the Fatah Halab joint operations room.,The Levantine Front ,Ahrar al-Sham
1839,all,647,493,2015-06-00,The Levantine Front began cooperating with Jabhat al-Nusra as part of the Fatah Halab joint operations room.,The Levantine Front ,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1841,all,661,655,2015-02-00,Jaysh al-Sanadeed and the YPG began coordinating attacks against the Islamic State in the Hassakah governorate.,Jaysh al-Sanadeed,Peoples Protection Units
1795,mer,653,533,9/29/13,"Saudi Arabia facilitated a merger of about fifty Damascus-based opposition groups, including Liwa al-Islam, to create a new opposition group known as Jaysh al-Islam.",Liwa al-Islam,Jaysh al-Islam
1797,mer,525,523,2015-04-00,"Suqour al-Sham merged into Ahrar al-Sham. Suqour al-Sham's former leader, Ahmad Abu Eissa, became a deputy responsible for Ahrar al-Shams political affairs.",Suqour al-Sham,Ahrar al-Sham
1799,mer,529,523,12/1/14,Liwa al-Haqq merged into Ahrar al-Sham.,Liwa al-Haqq,Ahrar al-Sham
1801,mer,535,523,12/1/14,The Kurdish Islamic Front merged into Ahrar al-Sham.,Kurdish Islamic Front,Ahrar al-Sham
1911,all,547,545,2012-00-00,"AST and Ansar al-Shariah in Libya (ASL) reportedly have operational, financial and logistical links, but the extent of their relationship is unclear. ASL has allegedly sold weapons to AST.  ",Ansar al-Shariah (Tunisia),Ansar al-Shariah (Libya)
1845,aff,537,527,2012-07-00,"Liwa al-Tawhid initially pledged allegiance to the Free Syrian Army (FSA). However, Liwa al-Tawhid often acted independently of FSA-affiliated groups, and it began to distance itself from the FSA on September 29, 2013 by joining the Islamic Coalition, a political group that called for opposition to the Assad Regime to be run only by groups fighting inside Syria and opposed the National Coalition for Syrian Revolutionary and Opposition Forces.",Free Syrian Army,Liwa al-Tawhid
1847,aff,529,537,2012-11-00,"Liwa al-Haqq was initially affiliated with the Free Syrian Army (FSA). However, it began to distance itself from the FSA on September 23, 2013 by joining the Islamic Coalition, a political group that called for the implementation of Shariah in Syria and the opposition to the Assad Regime to be run only by groups fighting inside Syria.",Liwa al-Haqq,Free Syrian Army
1849,aff,653,537,2011-09-00,"Liwa al-Islam was initially affiliated with the Free Syrian Army (FSA). However, the group began to distance itself from the FSA in 2013 when Liwa al-Islam joined the Islamic Coalition, a political group that called for the implementation of Shariah law in Syria, and for the opposition to the Assad Regime to be run only by groups fighting inside Syria.",Liwa al-Islam,Free Syrian Army
1813,all,527,1,2013-11-00,Liwa al-Tawhid cooperated with the Islamic State to fight the Kurdish Peoples Protection Units in late 2013.,Liwa al-Tawhid,The Islamic State
1815,all,531,493,2014-05-00,Ansar al-Sham fought alongside Jabhat al-Nusra and Ahrar al-Sham during the 2014 Latakia Offensive.,Ansar al-Sham,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1817,all,531,523,2014-06-00,Ansar al-Sham fought alongside Jabhat al-Nusra and Ahrar al-Sham during the 2014 Latakia Offensive.,Ansar al-Sham,Ahrar al-Sham
1155,all,493,525,2013-01-00,"A number of opposition groups including Jabhat al-Nusra, Ahrar al-Sham, and Suqour al-Sham coordinated an attack to overtake the Assad Regime's air base in Taftanaz after beseiging the base for several months. The opposition groups eventually overtook Taftanaz, and seized helicopters, heavy weapons, and ammunition.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Suqour al-Sham
1819,all,645,493,2014-12-00,"The Southern Front and Jabhat al-Nusra (Al-Nusra) became allies and captured the town of Tel al-Haraa. Though the Southern Front officially stopped cooperating with Al-Nusra in April 2015, the groups still coordinated attacks in later battles.",The Southern Front ,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)
1157,all,523,525,2013-01-00," A number of opposition groups including Jabhat al-Nusra, Ahrar al-Sham, and Suqour al-Sham coordinated an attack to overtake the Assad Regime's air base in Taftanaz after beseiging the base for several months. The opposition groups eventually overtook Taftanaz, and seized helicopters, heavy weapons, and ammunition.",Ahrar al-Sham,Suqour al-Sham
1809,all,527,523,2013-03-00,"Liwa al-Tawhid participated in a joint offensive with multiple opposition groups, including Jabhat al-Nusra and Ahrar al-Sham, against Assad Regime military camps in the Idlib countryside.",Liwa al-Tawhid,Ahrar al-Sham
1871,riv,533,1,2013-10-00,"Jaysh al-Islam has opposed the Islamic State (IS) since 2013, and referred to IS as enemy number one of the Syrian revolution.",Jaysh al-Islam,The Islamic State
